SMILES,CID,REAL,inchikey
CC(C(=O)Nc1cnccc1-n1cccn1)c1cccc(Cl)c1,JAN-GHE-83b26c96-3,s_11____3735180____5826326,LMUJWKIRCRWFKF-UHFFFAOYSA-N
Cc1ncncc1NC(=O)C(c1cccc(Cl)c1)C(C)C,JAN-GHE-83b26c96-7,s_22____14958492____6586312,MNQIAPUPTOTKSZ-UHFFFAOYSA-N
CCCC(C(=O)Nc1cnccc1C)c1cccc(Cl)c1,JAN-GHE-83b26c96-8,s_22____3391102____12211640,QJMYJFPUHDEEBX-UHFFFAOYSA-N
Cc1ccncc1NC(=O)C(c1cccc(Cl)c1)C(C)C,JAN-GHE-83b26c96-9,s_22____3391102____6586312,AIEXTLCJBMNDNF-UHFFFAOYSA-N
Cc1ccncc1NC(=O)Cc1cccc(F)c1,ALP-POS-95b75b4d-1,s_22____3391102____59991,MLLQAKCWQMHQOK-UHFFFAOYSA-N
Cc1ccncc1NC(=O)Cc1cccc(O)c1,ALP-POS-95b75b4d-2,s_22____3391102____8593040,JOMCPDPKDFHNEK-UHFFFAOYSA-N
Cc1ccncc1NC(=O)Cc1cccc(C(F)(F)F)c1,ALP-POS-95b75b4d-3,s_22____3391102____59036,XYFCSWHALYQBPC-UHFFFAOYSA-N
Cc1ccncc1NC(=O)Cc1cccc(C2CC2)c1,ALP-POS-95b75b4d-4,s_22____3391102____10965736,PTTAFUMPUWHBTC-UHFFFAOYSA-N
O=C(Cc1cccc(Cl)c1)Nc1cnccc1O,ALP-POS-95b75b4d-6,s_22____2991078____3020518,KVWUDKJXQHSJFA-UHFFFAOYSA-N
Cc1ccncc1Cn1ccccc1=O,JAN-GHE-d851b096-6,s_34____34750____10978702,OAJOHNOJMDTONO-UHFFFAOYSA-N
Cc1onc(C)c1CS(=O)(=O)Cc2cc(Cl)ccc2,JAG-UCB-a3ef7265-1,Z316922768-1,GVCRKTUFFVIMFM-UHFFFAOYSA-N
c1ccc(Cl)c(F)c1CC(=O)Nc2nncn2C,JAG-UCB-a3ef7265-2,Z2175679705,BYEAJBHTLMRCNE-UHFFFAOYSA-N
c1cncc(c1CO)NC(=O)[C@@H]2COc(c23)ccc(Cl)c3,JAG-UCB-a3ef7265-3,Z1852878836-2,BWTWLKMAKBVNDU-GFCCVEGCSA-N
Cc1nnc(n1C)NC(=O)Cc2c(F)c(Cl)ccc2,JAG-UCB-a3ef7265-4,Z2175495475,QOJDKWGQMRVHEQ-UHFFFAOYSA-N
Cn1ncc(c1C)NC(=O)Cc2c(F)c(Cl)ccc2,JAG-UCB-a3ef7265-5,Z2173836799,QSNBJVRERGGYIB-UHFFFAOYSA-N
Cc(c1)cc(C)cc1CS(=O)(=O)N[C@@]23[C@@H](C2)COC3,JAG-UCB-a3ef7265-6,Z2862373195,FKOCSDYJVLOQPT-KBPBESRZSA-N
c1ncccc1NC(=O)[C@@H]2COc(c23)cc(C)c(C)c3,JAG-UCB-a3ef7265-7,Z1715471679,JNRKEKQOEOEDQL-CQSZACIVSA-N
Cn(n1)c(OC)c(c1C)NC(=O)Cc2c(Cl)c(Cl)ccc2,JAG-UCB-a3ef7265-8,Z1927119513-1,ROKYNRZZDYWVNG-UHFFFAOYSA-N
n1oc(C)c(c1C)NC(=O)Cc2c(Cl)c(Cl)ccc2,JAG-UCB-a3ef7265-9,Z1926728860,AZFZCDRNSRZECV-UHFFFAOYSA-N
Cc1nnc(s1)NC(=O)Cc2c(F)c(Cl)ccc2,JAG-UCB-a3ef7265-10,Z2169605851,QTIVUHNSNPGYAH-UHFFFAOYSA-N
CC(C)(C)c1nc(cs1)CC(=O)[N-]c2nnnn2C,JAG-UCB-a3ef7265-11,Z1625004722-1,CVFMLIYQWFNLLQ-UHFFFAOYSA-M
Cc1cc(C)cc(c1)NC(=O)Cn2cncc2C,JAG-UCB-a3ef7265-12,Z2697373477,STGGVDRKLHLWOB-UHFFFAOYSA-N
c1nn(C)c(C)c1CC(=O)Nc(c2)cc(C)cc2C,JAG-UCB-a3ef7265-13,Z2206062845,LZAPEKXFKALYCZ-UHFFFAOYSA-N
Cc1cccc(n1)NC(=O)Cn2cncc2C,JAG-UCB-a3ef7265-14,Z2699738844,WMSLCSHVTAMVGS-UHFFFAOYSA-N
Cc1nnc(n1C)NC(=O)Cc2cc(Cl)ccc2,JAG-UCB-a3ef7265-15,Z1657805834,BMJKTUGREGMLRB-UHFFFAOYSA-N
c1cc(C)cc(c1C)N(C)C(=O)Cc2c(C)n(C)nc2,JAG-UCB-a3ef7265-16,Z2209472579,ORLURDGQGVSICS-UHFFFAOYSA-N
c1ccc(Cl)cc1CC(=O)Nc2nncn2C,JAG-UCB-a3ef7265-17,Z1694793265,KUQZIXBIJYQMJY-UHFFFAOYSA-N
Cn1cnnc1NC(=O)Cc2cc(C)cc(C)c2,JAG-UCB-a3ef7265-18,Z2636222460,UDMVRKGFUBDAMY-UHFFFAOYSA-N
CC(C)n(c1C)nc(C)c1CC(=O)[N-]c2nncn2C3CC3,JAG-UCB-a3ef7265-19,Z2226597833-2,DPIKGTVBHPUICH-UHFFFAOYSA-M
c1c(Cl)ccc(c12)OCC[C@H]2C(=O)[N-]c3nncn3C4CC4,JAG-UCB-a3ef7265-20,Z2077725504-4,MMSFMHOFPDOWCH-LLVKDONJSA-M
FC(F)(F)c1cc(ccc1)CS(=O)(=O)[C@H](C)c2nc(C)no2,JAG-UCB-a3ef7265-21,Z416902834-1,DDLDBQZOLZEKDW-MRVPVSSYSA-N
Cc1c(Cl)c(C)cc(c1)NC(=O)Cn2cncc2C,JAG-UCB-a3ef7265-22,Z2711909345,FFKSMDNANFWQRE-UHFFFAOYSA-N
c1cncc(c1CC)NC(=O)Cc(n2)cccc2C(F)(F)F,JAG-UCB-a3ef7265-23,Z2960655360-1,WFXWGHHTPVLTRG-UHFFFAOYSA-N
n1cccn1-c(ncnc2)c2[N-]C(=O)[C@@H]3COc(c34)cc(C)c(C)c4,JAG-UCB-a3ef7265-24,Z1715965908-4,KZWLRNZTZMDTTL-CQSZACIVSA-M
Cc1ccncc1NC(=O)CCOC1CC1,MAT-POS-590ac91e-10,s_22____3391102____14416032,AETWHZPDRBYLTE-UHFFFAOYSA-N
Cc1ccncc1NC(=O)CC(C)C(C)C,MAT-POS-590ac91e-11,s_22____3391102____3020648,PPQIRWKGFHIKDH-UHFFFAOYSA-N
Cc1ccncc1NC(=O)[C@@H]1CNC(=O)O1,MAT-POS-590ac91e-12,s_22____3391102____10738618,BHJIMEUKJRNOLF-QMMMGPOBSA-N
CC(=O)N[C@@H](C)C(=O)Nc1cnccc1C,MAT-POS-590ac91e-13,s_22____3391102____17512206,JVWPHZCMAXHAIA-QMMMGPOBSA-N
Cc1ccncc1NC(=O)[C@H](C)OC(F)F,MAT-POS-590ac91e-16,Z2767641972,XVSORZZOZIKMAO-ZETCQYMHSA-N
Cc1ccncc1NC(=O)CCc1ccn[nH]1,MAT-POS-590ac91e-17,s_22____3391102____13968894,XSWRKHPDQMIZRE-UHFFFAOYSA-N
Cc1ccncc1NC(=O)C1CC(C2CC2)C1,MAT-POS-590ac91e-18,Z2703873181,SPZNGMCOZXKTMM-UHFFFAOYSA-N
Cc1ccncc1NC(=O)[C@@H]1[C@H]2CCCC[C@H]21,MAT-POS-590ac91e-19,s_22____3391102____16520594,UPGQLXSOIHDKRZ-PJXYFTJBSA-N
CO[C@@H](C)C(=O)Nc1cnccc1C,MAT-POS-590ac91e-2,s_22____3391102____16232090,OLSGFXBRKUAQDZ-QMMMGPOBSA-N
Cc1ccnc(C)c1NC(=O)C1CC2CC2C1,MAT-POS-590ac91e-20,s_11____10117600____11971764,LHEQMRNQZMMUKL-UHFFFAOYSA-N
Cc1ccncc1NC(=O)C1CCC2(CC2)C1,MAT-POS-590ac91e-21,s_22____3391102____16472528,FNCISWRYQRGLKF-UHFFFAOYSA-N
Cc1ccncc1NC(=O)C1CCC12CCC2,MAT-POS-590ac91e-22,s_22____3391102____16915728,XFQCOLJIUXXMKV-UHFFFAOYSA-N
Cc1ccncc1NC(=O)CC1CC2CC2C1,MAT-POS-590ac91e-23,s_22____3391102____15159066,WEHZCBNACMTKKE-UHFFFAOYSA-N
Cc1ccncc1NC(=O)CC1CC2(CC2)C1,MAT-POS-590ac91e-24,s_22____3391102____15352730,BEZLDJLMZNYTJV-UHFFFAOYSA-N
Cc1ccncc1NC(=O)CC12CCCC1C2,MAT-POS-590ac91e-25,s_22____3391102____16795270,ZVPGUVBZPWGJPX-UHFFFAOYSA-N
Cc1ccncc1NC(=O)[C@H]1C[C@](O)(C#N)C1,MAT-POS-590ac91e-26,s_22____3391102____14580216,FLOSGDKMLSUGGN-WVSHTKLVSA-N
Cc1ccncc1NC(=O)C1(C#N)CCOC1,MAT-POS-590ac91e-27,s_22____3391102____12497834,UDNOYHYGEXMWIJ-UHFFFAOYSA-N
Cc1ccncc1NC(=O)C1C2CCOCC21,MAT-POS-590ac91e-28,Z3080739930,BVCZSYQDXKWXKB-UHFFFAOYSA-N
Cc1ccncc1NC(=O)C12CCC(CO1)C2,MAT-POS-590ac91e-29,Z3471767411,PHUHIWIPUQEWFS-UHFFFAOYSA-N
Cc1ccncc1NC(=O)[C@@]12COC[C@@H]1C2,MAT-POS-590ac91e-3,Z2473836545,NPRKUXNEWGOICC-CABZTGNLSA-N
O=C(NCC1COc2ccccc2O1)c1cc(=O)[nH]c2ccc(F)cc12,MAT-POS-590ac91e-30,s_22____419560____5350556,UIESSJPSTUILRQ-UHFFFAOYSA-N
O=C(NCC1COc2ccccc2O1)c1cc(=O)[nH]c2cc(F)ccc12,MAT-POS-590ac91e-31,s_22____419560____5448680,CFSGESMOHIAHFS-UHFFFAOYSA-N
COc1ccccc1OCCNC(=O)c1cc(=O)[nH]c2cc(F)ccc12,MAT-POS-590ac91e-32,s_22____58494____5448680,KKIJAAYVRSUCNW-UHFFFAOYSA-N
CN(CC1COc2ccccc2O1)C(=O)c1cc(=O)[nH]c2ccc(F)cc12,MAT-POS-590ac91e-33,s_22____58594____5350556,OPRJMEWVNIEWLG-UHFFFAOYSA-N
CN(CC1COc2ccccc2O1)C(=O)c1cc(=O)[nH]c2cc(F)ccc12,MAT-POS-590ac91e-34,s_22____58594____5448680,MRTWIJZHBBBRHR-UHFFFAOYSA-N
COc1cccc2c1OCC(NC(=O)c1cc(=O)[nH]c3ccc(F)cc13)C2,MAT-POS-590ac91e-35,Z1239273170,RNCDMUSNPUTLPT-UHFFFAOYSA-N
COc1cccc2c1OCC(NC(=O)c1cc(=O)[nH]c3cc(F)ccc13)C2,MAT-POS-590ac91e-36,Z1246062566,FHSATRCCSFJGOF-UHFFFAOYSA-N
COc1ccccc1OCCN(C)C(=O)c1cc(=O)[nH]c2cc(F)ccc12,MAT-POS-590ac91e-37,s_22____1055218____5448680,LPRIBOQVHFDWNC-UHFFFAOYSA-N
COc1ccccc1OC(C)CNC(=O)c1cc(=O)[nH]c2cc(F)ccc12,MAT-POS-590ac91e-38,s_22____6108748____5448680,QSZFBGXLVCJIBB-UHFFFAOYSA-N
COc1ccccc1OC(C)CNC(=O)c1cc(=O)[nH]c2ccc(F)cc12,MAT-POS-590ac91e-39,s_22____6108748____5350556,LZQQUMOUOYPMFQ-UHFFFAOYSA-N
Cc1ccncc1NC(=O)C12CC(CO1)C2,MAT-POS-590ac91e-4,m_22____3391102____14722464,CHDXHNRWLVKHFG-UHFFFAOYSA-N
COc1ccccc1OCC(C)NC(=O)c1cc(=O)[nH]c2cc(F)ccc12,MAT-POS-590ac91e-40,Z1245992131,VYMXSDTVXIFDGZ-UHFFFAOYSA-N
COc1ccccc1OCC(C)NC(=O)c1cc(=O)[nH]c2ccc(F)cc12,MAT-POS-590ac91e-41,Z1239203456,YFXMEQJREOQWSW-UHFFFAOYSA-N
COc1ccccc1OCCNC(=O)c1cc(=O)[nH]c2ccc(Cl)cc12,MAT-POS-590ac91e-42,s_22____58494____4145150,YTOQAIINMMUSLT-UHFFFAOYSA-N
COc1ccccc1OCCN(C)C(=O)c1cc(=O)[nH]c2ccc(Cl)cc12,MAT-POS-590ac91e-43,s_22____1055218____4145150,BAOHFBUXGXLVMS-UHFFFAOYSA-N
COc1ccccc1OC1CCCN(C(=O)c2c(C)c(=O)[nH]c3ccccc23)C1,MAT-POS-590ac91e-44,Z2959745200,FIRPRXHCOBSZLL-UHFFFAOYSA-N
CCOc1ccccc1OC1CCN(C(=O)c2c(C)c(=O)[nH]c3ccccc23)C1,MAT-POS-590ac91e-45,s_22____14587402____13422052,PJUAILPSSGRFBP-UHFFFAOYSA-N
CC1(C)Cc2cccc(OCCNC(=O)c3cc(=O)[nH]c4cc(F)ccc34)c2O1,MAT-POS-590ac91e-46,s_22____602718____5448680,ZHFZVUYYIJAXKW-UHFFFAOYSA-N
CC1(C)Cc2cccc(OCCNC(=O)c3cc(=O)[nH]c4ccc(F)cc34)c2O1,MAT-POS-590ac91e-47,s_22____602718____5350556,NIFSPYVDIRPPSF-UHFFFAOYSA-N
CCOc1ccccc1OC1CCN(C(=O)c2cc(=O)[nH]c3ccc(F)cc23)C1,MAT-POS-590ac91e-48,s_22____14587402____5350556,GTEWEIKSRKUZOU-UHFFFAOYSA-N
CCOc1ccccc1OC1CCN(C(=O)c2cc(=O)[nH]c3cc(F)ccc23)C1,MAT-POS-590ac91e-49,s_22____14587402____5448680,KUUQRSNIHPEYPC-UHFFFAOYSA-N
Cc1ccncc1NC(=O)C(C)CC1CC1,MAT-POS-590ac91e-5,s_22____3391102____15349774,SRXLGHBNKKQZHE-UHFFFAOYSA-N
CCCN(CC1COc2ccccc2O1)C(=O)c1cc(=O)[nH]c2cc(F)ccc12,MAT-POS-590ac91e-50,s_22____729790____5448680,KUUPWYVKSMPTTO-UHFFFAOYSA-N
CCN(CC1COc2ccccc2O1)C(=O)c1cc(=O)[nH]c2ccc(Cl)cc12,MAT-POS-590ac91e-51,s_22____4247028____4145150,YIVQUWWGPSEWNZ-UHFFFAOYSA-N
CCN(CC1COc2ccccc2O1)C(=O)c1cc(=O)[nH]c2ccc([N+](=O)[O-])cc12,MAT-POS-590ac91e-52,s_22____4247028____4639480,XTCHULINDGEFDT-UHFFFAOYSA-N
CC1(C)Cc2cccc(OCCNC(=O)c3cc(=O)[nH]c4ccc(Cl)cc34)c2O1,MAT-POS-590ac91e-53,s_22____602718____4145150,QAVHDNUIRPSXMP-UHFFFAOYSA-N
COc1ccccc1OC1CCCN(C(=O)c2cc(=O)[nH]c3ccc(Cl)cc23)C1,MAT-POS-590ac91e-54,Z2093476360,PGYGLFWMPYHXID-UHFFFAOYSA-N
CCCN(CC1COc2ccccc2O1)C(=O)c1cc(=O)[nH]c2ccc(Cl)cc12,MAT-POS-590ac91e-55,s_22____729790____4145150,FKRAONVZJGPNDM-UHFFFAOYSA-N
O=C(c1cc(=O)[nH]c2ccc(F)cc12)N1CCN(S(=O)(=O)c2ccccc2)CC1,MAT-POS-590ac91e-56,s_22____411360____5350556,VNUXKTJEPWBDAU-UHFFFAOYSA-N
O=C(c1cc(=O)[nH]c2cc(F)ccc12)N1CCN(S(=O)(=O)c2ccccc2)CC1,MAT-POS-590ac91e-57,s_22____411360____5448680,CEHJYHHKDDKGHL-UHFFFAOYSA-N
O=C(c1cc(=O)[nH]c2ccc(Cl)cc12)N1CCN(S(=O)(=O)c2ccccc2)CC1,MAT-POS-590ac91e-58,s_22____411360____4145150,KLDHHGSOCVZZNG-UHFFFAOYSA-N
N#Cc1ccc(S(=O)(=O)N2CCN(C(=O)c3cc(=O)[nH]c4ccc(F)cc34)CC2)cc1,MAT-POS-590ac91e-59,s_22____469476____5350556,JHUIRUDSGGNFFV-UHFFFAOYSA-N
Cc1ccncc1NC(=O)CC1(CO)CC1,MAT-POS-590ac91e-6,s_22____3391102____7101322,MOOLVTXGXMSMBD-UHFFFAOYSA-N
N#Cc1ccc(S(=O)(=O)N2CCN(C(=O)c3cc(=O)[nH]c4cc(F)ccc34)CC2)cc1,MAT-POS-590ac91e-60,s_22____469476____5448680,CWFKYGXZIFPNPL-UHFFFAOYSA-N
N#Cc1ccccc1S(=O)(=O)N1CCN(C(=O)c2cc(=O)[nH]c3cc(F)ccc23)CC1,MAT-POS-590ac91e-61,Z1245866299,CKGBUTFVCHYCPQ-UHFFFAOYSA-N
N#Cc1ccccc1S(=O)(=O)N1CCN(C(=O)c2cc(=O)[nH]c3ccc(F)cc23)CC1,MAT-POS-590ac91e-62,Z1239087273,NQKJBDOYUMJRGG-UHFFFAOYSA-N
Cc1ccc(S(=O)(=O)N2CCN(C(=O)c3cc(=O)[nH]c4cc(F)ccc34)CC2)c(C)c1,MAT-POS-590ac91e-63,Z1245857146,TXDWSZJYWYJUNI-UHFFFAOYSA-N
Cc1ccc(S(=O)(=O)N2CCN(C(=O)c3cc(=O)[nH]c4ccc(F)cc34)CC2)c(C)c1,MAT-POS-590ac91e-64,Z1239079164,VVSCXGXEDZTUDZ-UHFFFAOYSA-N
COc1ccc(S(=O)(=O)N2CCN(C(=O)c3cc(=O)[nH]c4cc(F)ccc34)CC2)cc1,MAT-POS-590ac91e-65,s_22____58337____5448680,MAFHWMLXQOSBNE-UHFFFAOYSA-N
Cc1ccc(S(=O)(=O)N2CCN(C(=O)c3cc(=O)[nH]c4ccc(Cl)cc34)CC2)cc1,MAT-POS-590ac91e-66,Z1172514450,RRGSFKCNKAKFKV-UHFFFAOYSA-N
O=C(c1cc(=O)[nH]c2ccc(F)cc12)N1CCN(S(=O)(=O)c2ccc(Cl)cc2)CC1,MAT-POS-590ac91e-67,s_22____58320____5350556,ZQUGPESAAOCQNC-UHFFFAOYSA-N
O=C(c1cc(=O)[nH]c2ccc(F)cc12)N1CCN(S(=O)(=O)c2ccccc2Cl)CC1,MAT-POS-590ac91e-68,s_22____443626____5350556,IPXOQIHMUXFZNC-UHFFFAOYSA-N
O=C(c1cc(=O)[nH]c2ccc(F)cc12)N1CCN(S(=O)(=O)c2cccc(Cl)c2)CC1,MAT-POS-590ac91e-69,s_22____414298____5350556,LSMNVYUSTVMCNQ-UHFFFAOYSA-N
Cc1ccncc1NC(=O)CC(O)C1CC1,MAT-POS-590ac91e-7,s_22____3391102____13940496,HKQTZJUHFDAEOK-UHFFFAOYSA-N
O=C(c1cc(=O)[nH]c2ccc(Cl)cc12)N1CCN(S(=O)(=O)c2ccccc2F)CC1,MAT-POS-590ac91e-70,Z1171675137,DIYGUMWRGFYRKK-UHFFFAOYSA-N
CCO[C@@H]1C[C@H]1C(=O)Nc1cnccc1C,MAT-POS-590ac91e-8,Z3841115787,PMBHNEMGGQTQHZ-MWLCHTKSSA-N
COC1(CC(=O)Nc2cnccc2C)CC1,MAT-POS-590ac91e-9,s_22____3391102____13654548,NUAJQVCQAXADIN-UHFFFAOYSA-N
CO[C@H](C)C(=O)Nc1cnccc1C,ERI-UCB-5b47150d-1,s_22____3391102____15417894,OLSGFXBRKUAQDZ-MRVPVSSYSA-N
CO[C@H](C)C(=O)N(C)c1cnccc1C,ERI-UCB-5b47150d-2,s_11____8852370____15417892,PTJMPRLXDNDSIL-SECBINFHSA-N
CC(C(=O)N(C)c1cnccc1C)=C1CC1,ERI-UCB-5b47150d-3,s_11____8852370____13912058,HINQYVHINAJKHU-UHFFFAOYSA-N
CC(C(=O)Nc1cnccc1C)=C1CC1,ERI-UCB-5b47150d-4,s_22____3391102____13912060,YYAUHWWPYLAJCV-UHFFFAOYSA-N
Cc1ccncc1N(C)C(=O)[C@@H]1C[C@H]1CF,ERI-UCB-5b47150d-5,Z2997878051,DWMDVPZXXNJFAK-VHSXEESVSA-N
Cc1ccncc1NC(=O)[C@@H]1C[C@H]1CF,ERI-UCB-5b47150d-6,Z2995193832,TYFFVSFZMUBUOV-DTWKUNHWSA-N