SMILES,CID,order
O=C(CCl)N1CCN(Cc2cccc(Cl)c2)C[C@@H]1Cc1ccccc1,DAN-LON-a5f-10,20200417_moonshot_to_enamine.csv
O=C(CCl)N1CCO[C@H](c2cc(F)cc3c2CO[C@@H]3Cc2cc(O)cc(F)c2)C1,BOG-INS-8eb-1,20200417_moonshot_to_enamine.csv
O=C(CCl)N1CCCC(c2nc(-c3cccnc3)nc3ccccc23)C1,WAR-XCH-bdd-16,20200417_moonshot_to_enamine.csv
CS(=O)(=O)N1CCc2ccc(CN3CCN(C(=O)CCl)CC3)cc2C1,TAM-UNI-d1c-5,20200417_moonshot_to_enamine.csv
NS(=O)(=O)c1ccc2c(c1)CN(CC1CCN(C(=O)CCl)CC1)CC2,STU-CHA-83d-1,20200417_moonshot_to_enamine.csv
Cc1cc2c(cc1S(N)(=O)=O)CN(CC1CCN(C(=O)CCl)CC1)CC2,STU-CHA-09b-1,20200417_moonshot_to_enamine.csv
NS(=O)(=O)c1cc2c(cc1C(F)F)CCN(CC1CCN(C(=O)CCl)CC1)C2,STU-CHA-814-1,20200417_moonshot_to_enamine.csv
CC1Cc2ccc(S(N)(=O)=O)cc2CN1CC1CCN(C(=O)CCl)CC1,STU-CHA-7e7-1,20200417_moonshot_to_enamine.csv
COC1CCCC(Oc2cccc(CN3CCN(C(=O)CCl)CC3)c2)C1,MAK-UNK-176-4,20200417_moonshot_to_enamine.csv
CC(=O)NCCc1c[nH]c2c([C@@H]3CN(C(=O)CCl)Cc4ccccc43)cc(Cl)cc12,DAR-DIA-cab-5,20200417_moonshot_to_enamine.csv
CC(=O)NCCc1c[nH]c2c(C3CN(C(=O)CCl)Cc4ccccc43)c(F)ccc12,NIR-THE-c33-3,20200417_moonshot_to_enamine.csv
O=C(CCl)N1Cc2ccccc2C(c2ccccc2)C1Cc1cccnc1,DAV-CRI-1c7-1,20200417_moonshot_to_enamine.csv
NS(=O)(=O)C1CCc2cc(C3CN(C(=O)CCl)Cc4ccccc43)ccc2C1,DAV-CRI-3fe-2,20200417_moonshot_to_enamine.csv
CC(=O)NCCc1c[nH]c2c(C(CCc3ccc(C)cc3)N3CCN(C(=O)CCl)CC3)cccc12,PAU-WEI-b9b-8,20200417_moonshot_to_enamine.csv
CC(=O)NCCc1c[nH]c2c(C(CCc3ccccc3)N3CCN(C(=O)CCl)CC3)cccc12,PAU-WEI-b9b-7,20200417_moonshot_to_enamine.csv
CC(=O)NCCc1c[nH]c2c(C(CCc3ccc(C(F)(F)F)cc3)N3CCN(C(=O)CCl)CC3)cccc12,PAU-WEI-b9b-9,20200417_moonshot_to_enamine.csv
O=C(CCl)Nc1nc2c(S(=O)(=O)NCCc3ccccc3)cccc2s1,DUN-NEW-f8c-23,20200417_moonshot_to_enamine.csv
O=C(CCl)Nc1nc2c(C(=O)NCCc3cccc(F)c3)cccc2s1,WAL-WAB-df1-1,20200417_moonshot_to_enamine.csv
N#Cc1ccccc1CN(C1CCC(O)CC1)C1CCN(C(=O)CCl)CC1,WAR-XCH-72a-6,20200417_moonshot_to_enamine.csv
C=CC(=O)N1CCC(N(Cc2ccccc2C#N)C2CCC(O)CC2)CC1,WAR-XCH-72a-10,20200417_moonshot_to_enamine.csv
O=C(CCl)N1CCCC(N(CC2CCCCC2)C2CCC(O)CC2)C1,WAR-XCH-72a-5,20200417_moonshot_to_enamine.csv
C=CC(=O)N1CCCC(N(CC2CCCCC2)C2CCC(O)CC2)C1,WAR-XCH-72a-9,20200417_moonshot_to_enamine.csv
O=C(CCl)N1CCN(C(c2ccccc2)c2ccccc2)CC1,SIM-SYN-f15-1,20200417_moonshot_to_enamine.csv
C=CC(=O)NC1CN(Cc2cccc3c(CCNC(=O)c4ccc[nH]4)c[nH]c23)C1,JAN-GHE-641-3,20200417_moonshot_to_enamine.csv
C=CC(=O)N1CCN(S(=O)(=O)c2ccccc2-c2ccc(Nc3ccc(C#N)cn3)cc2)CC1,JAN-GHE-bf4-2,20200417_moonshot_to_enamine.csv
Cc1cccc(CN2CCN(C(=O)CCl)CC2)c1C(=O)N1CCC(O)CC1,MAK-UNK-e4a-26,20200417_moonshot_to_enamine.csv
O=C(CCl)N1CCC(c2nc(-c3cccnc3)nc3ccccc23)CC1,WAR-XCH-b03-19,20200417_moonshot_to_enamine.csv
C=CC(=O)Nc1cc(C(=O)NC[C@H](Cc2ccccc2)c2ccccn2)ccc1O,JUA-UNI-bc0-5,20200417_moonshot_to_enamine.csv
O=C(CNCc1c[nH]c2ccc(F)cc12)NCc1ccc(CN2CCN(C(=O)CCl)CC2)cc1,MAK-UNK-176-5,20200417_moonshot_to_enamine.csv
NS(=O)(=O)c1ccc(Br)c(CCN2CCCN(C(=O)CCl)CC2)c1,PED-UNI-89d-1,20200417_moonshot_to_enamine.csv
Cc1cccc(CC2CC3CCC(C2)N3C(=O)CCl)c1,MAK-UNK-af8-8,20200417_moonshot_to_enamine.csv
C=C(Cc1ccno1)C(=O)N1CCN(Cc2cccc(Cl)c2)CC1,SEA-TRI-9e6-1,20200417_moonshot_to_enamine.csv
C=C(Cc1ccon1)C(=O)N1CCN(Cc2cccc(Cl)c2)CC1,SEA-TRI-146-1,20200417_moonshot_to_enamine.csv
C=C(Cc1ccno1)C(=O)N1CCN(Cc2cccc(C#N)c2)CC1,SEA-TRI-f93-1,20200417_moonshot_to_enamine.csv
NC(=O)/C=C/CCC(O)C1CNC(Cc2cc(O)cc(O)c2)CC1CC1CCNC1,VIT-UNK-525-7,20200417_moonshot_to_enamine.csv
O=C(CCl)N1Cc2c(OCCN3CCOCC3)cccc2[C@H](c2cccc(Cl)c2)C1,SEA-TRI-fac-1,20200417_moonshot_to_enamine.csv
C=CC(=O)N1Cc2c(OCCN3CCOCC3)cccc2[C@H](c2cccc(Cl)c2)C1,SEA-TRI-078-1,20200417_moonshot_to_enamine.csv
O=C(CCl)N1CCN(Cc2cc(Cl)cc3cccc(OCCN4CCOCC4)c23)CC1,SEA-TRI-67e-1,20200417_moonshot_to_enamine.csv
Cc1cccc(C2(N3CCN(C(=O)CCl)CC3)CC(C(N)=O)C2)c1,STU-CHA-073-1,20200417_moonshot_to_enamine.csv
O=C(CCl)N1CCN(C2(c3ccccc3)CCCCC2)CC1,WAR-XCH-79d-7,20200417_moonshot_to_enamine.csv
Cc1ccnc2[nH]c(CC3CCN(C(=O)CCl)CC3)nc12,WAR-XCH-b03-3,20200417_moonshot_to_enamine.csv
O=C(NC[C@]1(COc2ccc(C(F)(F)F)cn2)C[C@H](O)[C@H](O)C1)Nc1cccnc1,FAR-UNI-736-6,20200429_moonshot_to_molport.csv
O=C(O)c1cn(-c2ccc(F)cc2)c2cc(N3CCNCC3)c(F)cc2c1=O,GER-UNI-cae-1,20200429_moonshot_to_molport.csv
CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,ANT-OPE-47f-1,20200331_moonshot_to_enamine.csv
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,GER-UNI-05c-1,20200331_moonshot_to_enamine.csv
CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3,JOH-MSK-ec6-2,20200331_moonshot_to_enamine.csv
COc1ccc2[nH]cc(CCNS(C)(=O)=O)c2c1,MAR-UNI-9ca-1,20200331_moonshot_to_enamine.csv
CC(=O)N1CCN(S(=O)(=O)c2cccc(F)c2)CC1,MAK-UNK-643-5,20200331_moonshot_to_enamine.csv
CCCNC(=O)C(C)NC(=O)N(C)Cc1csc(C)n1,ALE-UNK-fca-9,20200331_moonshot_to_enamine.csv
O=C(Cc1c[nH]c2ncccc12)NCc1ccc(Cl)cn1,TRY-UNI-1fd-11,20200331_moonshot_to_enamine.csv
O=C(Cc1ccc(Cl)s1)Nc1cccnc1,DAR-DIA-842-13,20200331_moonshot_to_enamine.csv
Cc1ccnc(NC(=O)Cc2ccc3ccccc3c2)c1,ÁLV-UNI-7ff-45,20200331_moonshot_to_enamine.csv
N#Cc1ccc(CNC(=O)Cc2c[nH]c3ncccc23)nc1,TRY-UNI-1fd-12,20200331_moonshot_to_enamine.csv
Cc1ccncc1NC(=O)Cc1cccc(Cl)c1,TRY-UNI-714-6,20200331_moonshot_to_enamine.csv
CS(=O)(=O)Cc1ccc(C(=O)Nc2cccnc2)o1,ANT-DIA-3c7-4,20200331_moonshot_to_enamine.csv
O=C(Cc1c[nH]c2ncccc12)Nc1cccc(Cl)c1,DAR-DIA-23a-12,20200331_moonshot_to_enamine.csv
N#Cc1cccc(NC(=O)Cc2c[nH]c3ncccc23)c1,DAR-DIA-23a-1,20200331_moonshot_to_enamine.csv
O=C(Cc1c[nH]c2ncccc12)NCc1cc(Cl)ccn1,TRY-UNI-1fd-9,20200331_moonshot_to_enamine.csv
Cc1ccncc1NC(=O)C(C)c1cccc(Cl)c1,TRY-UNI-714-18,20200331_moonshot_to_enamine.csv
O=C(Cc1c[nH]c2ncccc12)NCc1cccc(Cl)c1,TRY-UNI-1fd-5,20200331_moonshot_to_enamine.csv
CC(C)N(C)C(=O)C1CCN(C(=O)CCl)CC1,VIR-GIT-7b3-3,20200331_moonshot_to_enamine.csv
O=C(C1CCN(S(=O)(=O)c2ccccc2)CC1)N1CCOCC1,GIA-UNK-eaa-3,20200331_moonshot_to_enamine.csv
O=C(Nc1ccccc1Cl)c1cc(Cl)ccc1O,CHR-SOS-709-4,20200331_moonshot_to_enamine.csv
O=C(Cc1c[nH]c2ncccc12)NCc1ccc(Cl)cc1,TRY-UNI-1fd-7,20200331_moonshot_to_enamine.csv
N#Cc1ccc(CNC(=O)Cc2c[nH]c3ncccc23)cc1,TRY-UNI-1fd-8,20200331_moonshot_to_enamine.csv
O=C(CCl)N1CCC(C(=O)N2CCCCC2)CC1,VIR-GIT-7b3-2,20200331_moonshot_to_enamine.csv
CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,GER-UNI-ec7-1,20200331_moonshot_to_enamine.csv
CS(=O)(=O)Nc1cccc(C(=O)Nc2cccc(N3CCCC3=O)c2)c1,MAK-UNK-915-6,20200331_moonshot_to_enamine.csv
CC(=O)N1CCN(S(=O)(=O)c2cccs2)CC1,MAK-UNK-643-1,20200331_moonshot_to_enamine.csv
Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,ALE-UNK-fca-1,20200331_moonshot_to_enamine.csv
CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,ALE-UNK-fca-2,20200331_moonshot_to_enamine.csv
N#Cc1ccc(NC(=O)Nc2cccnc2)cc1,ANN-UNI-263-3,20200331_moonshot_to_enamine.csv
O=C(Nc1cccnc1)c1cc(Cl)ccc1O,CHR-SOS-709-11,20200331_moonshot_to_enamine.csv
O=C(Nc1cccnc1)c1cccc(Cl)c1,CHR-SOS-709-12,20200331_moonshot_to_enamine.csv
O=C(Nc1ccccc1)c1cc(Cl)ccc1O,CHR-SOS-709-7,20200331_moonshot_to_enamine.csv
O=C(CCl)NC(CO)c1cccc(Cl)c1,DAV-CRI-3ed-4,20200331_moonshot_to_enamine.csv
CCC(=O)OC(OP(=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)O)C(C)C,DAV-UNI-bdc-2,20200331_moonshot_to_enamine.csv
CC(=O)N1CCN(CC(=O)Nc2cccc(S(N)(=O)=O)c2)CC1,JAN-GHE-1d9-7,20200331_moonshot_to_enamine.csv
COc1ccc2[nH]cc(CCNC(C)=O)c2c1,ALE-ACE-261-1,20200331_moonshot_to_enamine.csv
CC(=O)N1CCN(Cc2cccc(C#N)c2)CC1,PAT-UNK-b2d-1,20200331_moonshot_to_enamine.csv
N#Cc1cccc(NC(=O)Nc2cccnc2)c1,ANN-UNI-263-4,20200331_moonshot_to_enamine.csv
CC(=O)N1CCN(C2CCNc3ccc(Cl)cc32)CC1,KIM-UNI-7d1-4,20200331_moonshot_to_enamine.csv
O=C(Nc1cccnc1)c1cc(Cl)ccc1-c1ccccc1,CHR-SOS-709-14,20200331_moonshot_to_enamine.csv
N#Cc1cccc(NC(=O)Nc2cncc(N)c2)c1,DAR-DIA-23a-8,20200331_moonshot_to_enamine.csv
Cc1ccncc1NC(=O)Cc1ccc2nc[nH]c2c1,GAB-REV-70c-18,20200331_moonshot_to_enamine.csv
Cc1ccncc1NC(=O)NCCBr,ALE-HEI-f28-13,20200331_moonshot_to_enamine.csv
Cc1ccncc1NC(=O)CC(C)(C)NC(=O)c1cccc2[nH]ccc12,GAB-REV-70c-6,20200331_moonshot_to_enamine.csv
Cc1ccncc1NC(=O)CNc1ccnc2ccccc12,GAB-REV-70c-4,20200331_moonshot_to_enamine.csv
Cc1ccncc1NC(=O)CN(C)S(=O)(=O)c1cccc2cccnc12,GAB-REV-70c-8,20200331_moonshot_to_enamine.csv
NC(=O)CCN(C(=O)CCl)C1CCS(=O)(=O)C1,DAN-PUR-678-2,20200331_moonshot_to_enamine.csv
CCC(C)(C)CCN(Cc1ccsc1)C(=O)Cn1nnc2ccccc21,RUT-UNI-630-20,20200331_moonshot_to_enamine.csv
O=C(C1CCCN(c2ccncc2)C1)N1CCCCC1,GIA-UNK-30c-4,20200331_moonshot_to_enamine.csv
O=C(Nc1cnccc1Cl)c1cc(Cl)ccc1O,CHR-SOS-709-10,20200331_moonshot_to_enamine.csv
O=C(Nc1cccnc1)Oc1cc(O)cc(Cl)c1,AGN-NEW-891-2,20200331_moonshot_to_enamine.csv
Nc1cncc(NC(=O)Nc2cccc(Cl)c2)c1,DAR-DIA-23a-13,20200331_moonshot_to_enamine.csv
O=C(NCCN1CCN(C(=O)CCl)CC1)c1cccnc1,STE-KU -2e0-3,20200331_moonshot_to_enamine.csv
N#Cc1ncccc1NC(=O)Cc1cccc(Cl)c1,AGN-NEW-c7b-4,20200331_moonshot_to_enamine.csv
O=C(NCCN1CCN(C(=O)CCl)CC1)c1cccc2ccccc12,STE-KU -2e0-2,20200331_moonshot_to_enamine.csv
O=C(CCl)N(c1cccnc1)C1CCS(=O)(=O)C1,DAN-PUR-390-3,20200331_moonshot_to_enamine.csv
Cc1cc(Cl)cc(NC(=O)Nc2cccnc2)c1,WAR-XCH-eb7-5,20200331_moonshot_to_enamine.csv
Cc1ccc(NC(=O)Cc2cc3cccnc3[nH]2)s1,DAR-DIA-842-18,20200331_moonshot_to_enamine.csv
O=C(NCCNc1ccnc2cc(Cl)ccc12)Nc1ccc(F)cc1,GAB-FAC-880-1,20200331_moonshot_to_enamine.csv
O=C(C1CCCN(c2ccncc2)C1)N1CCOCC1,GIA-UNK-30c-5,20200331_moonshot_to_enamine.csv
N#Cc1cccc(NC(=O)Nc2c[nH]c3ncccc23)c1,DAR-DIA-23a-11,20200331_moonshot_to_enamine.csv
O=C(CC(=O)Nc1ccncc1)Nc1ccccc1,GIA-UNK-3f3-7,20200331_moonshot_to_enamine.csv
Cc1c(N)cncc1NC(=O)Nc1cccc(Cl)c1,TRY-UNI-714-9,20200331_moonshot_to_enamine.csv
O=C(Nc1cccnc1)Nc1cc(O)cc(Cl)c1,WAR-XCH-eb7-4,20200331_moonshot_to_enamine.csv
CNC(=O)OC1CCN(S(=O)(=O)c2ccccc2)CC1,GIA-UNK-595-4,20200331_moonshot_to_enamine.csv
Cc1ccncc1NC(=O)CNC(=O)Cc1cccnc1,GAB-REV-70c-13,20200331_moonshot_to_enamine.csv
O=C(Nc1cccnc1)N(CCN1CCOCC1)c1cccc(Cl)c1,JOR-UNI-2fc-6,20200331_moonshot_to_enamine.csv
O=C(Nc1cccnc1)N(CCC1CCCCC1)c1cccc(Cl)c1,JOR-UNI-2fc-12,20200331_moonshot_to_enamine.csv
O=C(NCCN1CCN(C(=O)CCl)CC1)c1ccccc1,STE-KU -2e0-1,20200331_moonshot_to_enamine.csv
N#Cc1cccc(NC(=O)Cc2cncc(N)c2)c1,DAR-DIA-23a-3,20200331_moonshot_to_enamine.csv
N#Cc1cncc(NC(=O)Cc2c[nH]c3ncccc23)c1,DAR-DIA-23a-2,20200331_moonshot_to_enamine.csv
N#Cc1cncc(NC(=O)Cc2cncc(N)c2)c1,DAR-DIA-23a-7,20200331_moonshot_to_enamine.csv
CNC(=O)OC1CCN(C(=O)c2ccncc2)CC1,GIA-UNK-595-3,20200331_moonshot_to_enamine.csv
O=C(CC(=O)N1CCOCC1)NC1CCCCC1,GIA-UNK-3f3-1,20200331_moonshot_to_enamine.csv
Cc1c(N)cncc1NC(=O)C(C)c1cccc(C#N)c1,TRY-UNI-714-21,20200331_moonshot_to_enamine.csv
Cc1ccncc1NC(=O)CCNC(=O)c1ccccc1F,PET-SGC-2e9-1,20200331_moonshot_to_enamine.csv
O=C(Nc1cnccc1Cl)c1cccc(Cl)c1,CHR-SOS-709-21,20200331_moonshot_to_enamine.csv
Cc1ccncc1NC(=O)CCNc1ccc(S(N)(=O)=O)cc1,GAB-REV-70c-3,20200331_moonshot_to_enamine.csv
Cc1ccncc1NC(=O)CCCBr,ALE-HEI-f28-12,20200331_moonshot_to_enamine.csv
CNC(=O)OC1CCN(C(=O)c2ccccc2)CC1,GIA-UNK-595-2,20200331_moonshot_to_enamine.csv
N#Cc1ccnc(CNC(=O)Cc2c[nH]c3ncccc23)c1,TRY-UNI-1fd-10,20200331_moonshot_to_enamine.csv
CC(=O)Nc1ccc(NCC(=O)Nc2cnccc2C)cc1,GAB-REV-70c-21,20200331_moonshot_to_enamine.csv
Cc1cccc(CC(=O)Nc2cccnc2C#N)c1,AGN-NEW-c7b-3,20200331_moonshot_to_enamine.csv
Cc1c(N)cncc1NC(=O)Cc1cccc(Cl)c1,TRY-UNI-714-3,20200331_moonshot_to_enamine.csv
CS(=O)(=O)NCCC(C(=O)Nc1cccnc1)c1ccccc1,ADA-UNI-f8e-2,20200331_moonshot_to_enamine.csv
CNCCC(C(=O)Nc1cccnc1)c1ccccc1,ADA-UNI-f8e-5,20200331_moonshot_to_enamine.csv
O=C(Nc1cccnc1)Nc1ccc(Cl)s1,DAR-DIA-842-4,20200331_moonshot_to_enamine.csv
Cc1ccncc1NC(=O)Nc1cccc(Cl)c1,TRY-UNI-714-12,20200331_moonshot_to_enamine.csv
Cc1ccncc1NC(=O)Nc1cccc(C#N)c1,TRY-UNI-714-24,20200331_moonshot_to_enamine.csv
Cc1ccncc1NC(=O)CCc1nc2cc(Cl)ccc2o1,GAB-REV-70c-22,20200331_moonshot_to_enamine.csv
Cc1c(N)cncc1NC(=O)C(C)c1ccccc1,TRY-UNI-714-14,20200331_moonshot_to_enamine.csv
COc1cc(Cl)cc(OC(=O)Nc2cccnc2)c1,AGN-NEW-891-1,20200331_moonshot_to_enamine.csv
Cc1c(N)cncc1NC(=O)Cc1cccc(C#N)c1,TRY-UNI-714-19,20200331_moonshot_to_enamine.csv
Cc1c(N)cncc1NC(=O)C(C)c1cccc(Cl)c1,TRY-UNI-714-15,20200331_moonshot_to_enamine.csv
Cc1ccncc1NC(=O)Nc1cncc(C#N)c1,CHR-SOS-363-2,20200331_moonshot_to_enamine.csv
Cc1c(N)cncc1NC(=O)Cc1ccccc1,TRY-UNI-714-2,20200331_moonshot_to_enamine.csv
N#Cc1cncc(NC(=O)Cc2cccnc2)c1,DAR-DIA-23a-6,20200331_moonshot_to_enamine.csv
COc1ccc2nccc(C(=O)NN)c2c1,AMD-U.A-3d2-1,20200331_moonshot_to_enamine.csv
CS(=O)(=O)NCCc1cccc(O)c1,ANT-DIA-b7f-2,20200331_moonshot_to_enamine.csv
CNC(=O)OC1CCN(Cc2ccccc2)CC1,GIA-UNK-595-5,20200331_moonshot_to_enamine.csv
O=C(Nc1cccnc1)Nc1cncc(Cl)c1,DAR-DIA-23a-15,20200331_moonshot_to_enamine.csv
N#Cc1ccc(Nc2ccc(NC(=O)Nc3cccnc3)cc2)nc1,MAK-UNK-30a-12,20200331_moonshot_to_enamine.csv
O=C(CC(=O)N1CCOCC1)Nc1ccccc1,GIA-UNK-3f3-2,20200331_moonshot_to_enamine.csv
Cc1c(N)cncc1NC(=O)CC1CCCCC1,TRY-UNI-714-1,20200331_moonshot_to_enamine.csv
Cc1ncncc1NC(=O)Nc1ccccc1,HAN-NEW-5f5-1,20200331_moonshot_to_enamine.csv
CN(C)CCc1c[nH]c2ccccc12,JOH-MSK-a63-10,20200331_moonshot_to_enamine.csv
Cc1ccncc1NC(=O)c1cccc(NC(=O)Nc2cccnc2)c1,MAK-UNK-129-11,20200331_moonshot_to_enamine.csv
Cc1c(N)cncc1NC(=O)Nc1ccccc1,TRY-UNI-714-8,20200331_moonshot_to_enamine.csv
CN(C)CCc1c[nH]c2ccc(O)cc12,JOH-MSK-a63-9,20200331_moonshot_to_enamine.csv
Cc1ccncc1NC(=O)C(C)C1CCCCC1,TRY-UNI-714-16,20200331_moonshot_to_enamine.csv
Cc1c(N)cncc1NC(=O)NC1CCCCC1,TRY-UNI-714-7,20200331_moonshot_to_enamine.csv
O=C(CCCBr)Nc1cccnc1,ALE-HEI-f28-14,20200331_moonshot_to_enamine.csv
Cc1ccncc1NC(=O)c1ccc(NC(=O)Nc2cccnc2)cc1,MAK-UNK-129-12,20200331_moonshot_to_enamine.csv
Cc1coc(NC(=O)Nc2cccnc2)n1,DAR-DIA-842-7,20200331_moonshot_to_enamine.csv
N#Cc1cncc(NC(=O)Nc2cccnc2)c1,CHR-SOS-363-1,20200331_moonshot_to_enamine.csv
N#Cc1cc(Cl)cc(NC(=O)Nc2cccnc2)c1,WAR-XCH-eb7-2,20200331_moonshot_to_enamine.csv
N#Cc1cccc(C(=O)Nc2ncc([N+](=O)[O-])s2)c1,GAB-FAC-0d2-1,20200331_moonshot_to_enamine.csv
CS(=O)(=O)Nc1cccc(C(=O)Oc2cccc(N3CCCC3=O)c2)c1,MAK-UNK-915-7,20200331_moonshot_to_enamine.csv
O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cccc(Cl)c1,CHR-SOS-709-2,20200331_moonshot_to_enamine.csv
N#Cc1cccc(CNc2ccc(O)cc2)c1,MIH-UNI-6b9-5,20200331_moonshot_to_enamine.csv
Cc1nnc(NC(=O)Nc2cccnc2)s1,ALE-HEI-f28-4,20200331_moonshot_to_enamine.csv
NS(=O)(=O)c1ccc(N2CCC(CN3CCCCCC3)CC2)cc1,WAR-XCH-b72-20,20200331_moonshot_to_enamine.csv
CC(=O)N1CCN(S(=O)(=O)c2ccsc2)CC1,MAK-UNK-4c6-1,20200331_moonshot_to_enamine.csv
COc1ccnc(NC(=O)Cc2ccc3ccccc3c2)c1,ÁLV-UNI-7ff-47,20200331_moonshot_to_enamine.csv
NS(=O)(=O)c1ccc(N2CCC([C@@H]3CCCO3)CC2)cc1,WAR-XCH-b72-18,20200331_moonshot_to_enamine.csv
NS(=O)(=O)c1ccc(N2CCC(CN3CCCCC3)CC2)cc1,WAR-XCH-b72-19,20200331_moonshot_to_enamine.csv
