SMILES,CID,order
COCC1CCN(c2ccc(S(N)(=O)=O)cc2)CC1,WAR-XCH-b72-23,20200331_moonshot_to_enamine.csv
NS(=O)(=O)c1ccc(N2CCC(c3ccsc3)CC2)cc1,WAR-XCH-b72-16,20200331_moonshot_to_enamine.csv
NS(=O)(=O)c1ccc(N2CCC(c3nc4ccccc4s3)CC2)cc1,WAR-XCH-b72-8,20200331_moonshot_to_enamine.csv
Cc1ccccc1CN1CCN(C(=O)C(F)C(C)C)CC1,JON-UIO-066-9,20200331_moonshot_to_enamine.csv
COC1CCN(c2ccc(S(N)(=O)=O)cc2)CC1,WAR-XCH-b72-9,20200331_moonshot_to_enamine.csv
C[C@H](NC(=O)[C@@H](C)c1ccc(F)c(F)c1)c1cccc(F)c1,JON-UIO-066-7,20200331_moonshot_to_enamine.csv
O=C(Cc1ccc2ccccc2c1)Nc1cc(C(F)(F)F)ccn1,ÁLV-UNI-7ff-46,20200331_moonshot_to_enamine.csv
CC(C)N(C)CC1CCN(c2ccc(S(N)(=O)=O)cc2)CC1,WAR-XCH-b72-48,20200331_moonshot_to_enamine.csv
CC(=O)N1CCN(Cc2cc(O)cc(Cl)c2)CC1,KIM-UNI-2ee-1,20200331_moonshot_to_enamine.csv
CCN(C)CC1CCN(c2ccc(S(N)(=O)=O)cc2)CC1,WAR-XCH-b72-49,20200331_moonshot_to_enamine.csv
CC(NC1CCN(c2ccc(S(N)(=O)=O)cc2)CC1)c1ccc(F)cc1,WAR-XCH-b68-48,20200331_moonshot_to_enamine.csv
NS(=O)(=O)c1ccc(N2CCC(N3CCCCC3)CC2)cc1,WAR-XCH-b72-10,20200331_moonshot_to_enamine.csv
NS(=O)(=O)c1ccc(N2CCSCC2)cc1,WAR-XCH-b72-1,20200331_moonshot_to_enamine.csv
NS(=O)(=O)c1ccc(N2CCC(Nc3ccc(F)cc3)CC2)cc1,WAR-XCH-b68-26,20200331_moonshot_to_enamine.csv
CNS(=O)(=O)c1ccc(C(C)NC(=O)NC(C)(C)C)cc1,VIJ-CYC-1a3-11,20200331_moonshot_to_enamine.csv
NS(=O)(=O)c1ccc(N2CCC(Nc3ccccc3)CC2)cc1,WAR-XCH-b68-29,20200331_moonshot_to_enamine.csv
Cc1cccc(NC2CCN(c3ccc(S(N)(=O)=O)cc3)CC2)c1,WAR-XCH-b68-27,20200331_moonshot_to_enamine.csv
NS(=O)(=O)c1ccc(N2CCC(N3CCCCCC3)CC2)cc1,WAR-XCH-b72-11,20200331_moonshot_to_enamine.csv
NS(=O)(=O)c1ccc(N2CCC(c3ccncc3)CC2)cc1,WAR-XCH-b72-15,20200331_moonshot_to_enamine.csv
CC(=O)N1CCCc2cc(NCc3ccc(F)cc3Cl)ccc21,MIC-IOC-304-2,20200331_moonshot_to_enamine.csv
CC(=O)N1CCN(S(=O)(=O)c2c(F)cccc2F)CC1,MAK-UNK-643-6,20200331_moonshot_to_enamine.csv
CC(C)NC1CCN(c2ccc(S(N)(=O)=O)cc2)CC1,WAR-XCH-b68-23,20200331_moonshot_to_enamine.csv
NS(=O)(=O)c1ccc(N2CCC(CO)CC2)cc1,WAR-XCH-b72-14,20200331_moonshot_to_enamine.csv
O=C(NCCN1CCN(c2ccccc2)CC1)NCc1ccccn1,TRI-UNI-974-1,20200331_moonshot_to_enamine.csv
Cc1cccc(NC2CCN(C(=O)CCl)CC2)c1,NIR-THE-0d6-1,20200331_moonshot_to_enamine.csv
CS(=O)(=O)NCCCN1CCCc2ccc(S(N)(=O)=O)cc21,PET-SGC-abc-1,20200331_moonshot_to_enamine.csv
O=C(NCc1cccnn1)NC(Cc1ccccc1)c1cccs1,BAR-COM-4e0-29,20200331_moonshot_to_enamine.csv
Cc1ccccc1CNc1ccccc1NC(=O)C(O)c1cccnc1,BAR-COM-4e0-3,20200331_moonshot_to_enamine.csv
CCC(NC(=O)C(C)n1cncn1)c1ccccc1OCC(=O)N1CCCC1,BAR-COM-4e0-31,20200331_moonshot_to_enamine.csv
O=C(NCc1cccnn1)Nc1cccc(-c2ncc3n2CCCC3)c1,BAR-COM-4e0-23,20200331_moonshot_to_enamine.csv
CN1CCN(C(=O)c2ccccc2NC(=O)C(O)c2cccnc2)CC1,BAR-COM-4e0-24,20200331_moonshot_to_enamine.csv
CCC(NC(=O)NCc1cnccn1)c1ccccc1OCC(=O)N1CCCC1,BAR-COM-4e0-27,20200331_moonshot_to_enamine.csv
O=C(NCc1ccno1)c1ccccc1Oc1ccc(Cl)cc1Cl,BAR-COM-4e0-42,20200331_moonshot_to_enamine.csv
O=C(NCc1noc2ccccc12)c1ccccc1OCC1CC1,BAR-COM-4e0-43,20200331_moonshot_to_enamine.csv
CC1CC(C)CN(C(=O)c2ccccc2NC(=O)NCc2ccoc2)C1,BAR-COM-4e0-44,20200331_moonshot_to_enamine.csv
O=C(Cc1cccnc1Br)Nc1cccc(OCCn2cncn2)c1,BAR-COM-4e0-35,20200331_moonshot_to_enamine.csv
COC(=O)C(Cc1ccccc1)C(C)NC(=O)C(C)n1ccnc1,BAR-COM-4e0-36,20200331_moonshot_to_enamine.csv
Cc1noc(CC(NC(=O)C(C)Cn2ccnc2)c2ccccc2)n1,BAR-COM-4e0-38,20200331_moonshot_to_enamine.csv
O=C(NCCNc1cccnn1)c1ccccc1NS(=O)(=O)c1cc(F)ccc1F,BAR-COM-4e0-10,20200331_moonshot_to_enamine.csv
O=C(Cc1cncnc1)Nc1cccc(CCCc2ccccc2)c1,BAR-COM-4e0-11,20200331_moonshot_to_enamine.csv
N#Cc1cnn(-c2ccccc2NC(=O)Cc2ccn[nH]2)c1N,BAR-COM-4e0-14,20200331_moonshot_to_enamine.csv
Cc1cccc(C)c1OCC(=O)NCCc1ccccc1,ALE-UNK-fca-3,20200331_moonshot_to_enamine.csv
O=C(COc1ccccc1)NCCc1ccccc1,ALE-UNK-fca-4,20200331_moonshot_to_enamine.csv
COc1cccc(NC(=O)Nc2cccc(C#N)c2)c1,ANN-UNI-263-6,20200331_moonshot_to_enamine.csv
CC(C(=O)Nc1cccc(NC2CCCC2)c1)c1cnccn1,BAR-COM-4e0-20,20200331_moonshot_to_enamine.csv
NC(=O)C1Cc2ccccc2N(CC(=O)Nc2cnccn2)C1,BAR-COM-4e0-21,20200331_moonshot_to_enamine.csv
COc1cc(CNC(=O)Cc2ncc[nH]2)c2ccccc2n1,BAR-COM-4e0-22,20200331_moonshot_to_enamine.csv
CCc1nnnn1-c1ccccc1NC(=O)C1(c2cncc(Br)c2)CC1,BAR-COM-4e0-16,20200331_moonshot_to_enamine.csv
CC1CC(C)CN(C(=O)c2ccccc2NC(=O)NCc2ccncn2)C1,BAR-COM-4e0-17,20200331_moonshot_to_enamine.csv
O=C(NC(Cc1ccccc1)C(=O)NCc1ccno1)OCc1ccccc1,BAR-COM-4e0-19,20200331_moonshot_to_enamine.csv
CS(=O)(=O)NCC[C@H]1CCCCN1CC(=O)Nc1cccnc1,BEN-DND-362-10,20200331_moonshot_to_enamine.csv
NC(=O)[C@@H]1CN(Cc2cccnc2)C[C@H]1c1ccccc1,DUN-NEW-d83-1,20200331_moonshot_to_enamine.csv
CS(=O)(=O)NCCN1CCCc2ccc(S(N)(=O)=O)cc21,DUN-NEW-f8c-14,20200331_moonshot_to_enamine.csv
O=C(NCc1cccnc1)Nc1cccc(OCC(F)F)n1,BAR-COM-4e0-69,20200331_moonshot_to_enamine.csv
Cc1cccc(-c2nnnn2C2CC2C)c1NC(=O)CCc1cccnc1,BAR-COM-4e0-8,20200331_moonshot_to_enamine.csv
Cc1noc(C)c1COc1ccccc1C(=O)NC(C)c1nnc2ncccn12,BAR-COM-4e0-9,20200331_moonshot_to_enamine.csv
O=C(C1CCCN1C(=O)c1ccccc1)N1CCOCC1,GIA-UNK-d2d-6,20200331_moonshot_to_enamine.csv
O=C(c1ccccc1)N1CCN(C(=O)C2CCOCC2)CC1,GIA-UNK-eaa-1,20200331_moonshot_to_enamine.csv
O=C(CC(=O)N1CCOCC1)NCc1ccccc1,GIA-UNK-3f3-6,20200331_moonshot_to_enamine.csv
Cc1ccncc1NC(=O)Cc1ccc(S(N)(=O)=O)cc1,GAB-REV-70c-20,20200331_moonshot_to_enamine.csv
O=C(NC1CCCCC1NC(=O)c1ccncc1)c1ccccc1,GIA-UNK-d2d-2,20200331_moonshot_to_enamine.csv
CN1CCC(C(=O)NC2CCCCC2NC(=O)c2ccccc2)CC1,GIA-UNK-d2d-4,20200331_moonshot_to_enamine.csv
Cn1cncc1CNC(=O)Nc1cccc(OCC(F)F)n1,BAR-COM-4e0-52,20200331_moonshot_to_enamine.csv
CC(C(=O)Nc1cccc(OC2CC(=O)N2)c1)c1cnccn1,BAR-COM-4e0-53,20200331_moonshot_to_enamine.csv
O=C(NCc1cccnn1)Nc1cccc(OCCN2CCOCC2)c1,BAR-COM-4e0-54,20200331_moonshot_to_enamine.csv
O=C(CCn1ccnn1)NC(CN1CCOCC1)c1ccccc1,BAR-COM-4e0-45,20200331_moonshot_to_enamine.csv
Nc1ncncc1CNC(=O)Nc1ccccc1OCCn1ccnc1,BAR-COM-4e0-5,20200331_moonshot_to_enamine.csv
CCn1c(=O)n(CC(=O)NCc2cnccn2)c2ccccc21,BAR-COM-4e0-51,20200331_moonshot_to_enamine.csv
O=C(NCc1cccnn1)Nc1cccc(N2CCC2=O)c1,BAR-COM-4e0-60,20200331_moonshot_to_enamine.csv
CC(NC(=O)c1ccccc1OCC(N)=O)c1cnn(C)c1,BAR-COM-4e0-62,20200331_moonshot_to_enamine.csv
CC(c1cccc(NC(=O)Cc2cnccc2Cl)c1)N1CCOCC1,BAR-COM-4e0-66,20200331_moonshot_to_enamine.csv
CC(OCC1CCCCO1)C(=O)N(CCc1ccccc1)Cc1cccnc1,BAR-COM-4e0-55,20200331_moonshot_to_enamine.csv
O=C(Nc1ccnnc1)NC(Cc1ccccc1)C(=O)N1CCCC1,BAR-COM-4e0-56,20200331_moonshot_to_enamine.csv
O=C(Nc1ccccc1NS(=O)(=O)c1ccc(F)cc1)C(O)c1cccnc1,BAR-COM-4e0-57,20200331_moonshot_to_enamine.csv
Cc1ccncc1NC(=O)Nc1ccccc1,ALE-HEI-f28-1,20200331_moonshot_to_enamine.csv
Cc1nnc(CC(=O)Nc2cccnc2)s1,ALE-HEI-f28-5,20200331_moonshot_to_enamine.csv
N#Cc1cccc(CC(=O)Nc2cccnc2)c1,ANN-UNI-263-5,20200331_moonshot_to_enamine.csv
CS(=O)(=O)NCCc1ccccc1O,ANT-DIA-b7f-3,20200331_moonshot_to_enamine.csv
O=C(Cc1cccnc1Cl)Nc1cccc(OCCc2ccccc2)c1,BAR-COM-4e0-15,20200331_moonshot_to_enamine.csv
Nc1nnnn1-c1cccc(C(=O)Nc2c(-c3cccnc3)nc3ccccn23)c1,BAR-COM-4e0-2,20200331_moonshot_to_enamine.csv
CC(NC(=O)c1ccccc1OC1CCCCC1)c1cnccn1,BAR-COM-4e0-26,20200331_moonshot_to_enamine.csv
O=C(CCc1cnn[nH]1)NC(Cn1cccn1)c1ccccc1,BAR-COM-4e0-30,20200331_moonshot_to_enamine.csv
O=C(NCC(O)Cn1ccnn1)c1ccccc1OC1CCC1,BAR-COM-4e0-34,20200331_moonshot_to_enamine.csv
O=C(Cc1cncnc1)Nc1cccc(OC2CC(=O)N2)c1,BAR-COM-4e0-39,20200331_moonshot_to_enamine.csv
CC1CN(Cc2ccccc2NC(=O)NCc2cnsc2)CC(C)O1,BAR-COM-4e0-4,20200331_moonshot_to_enamine.csv
O=C(NCc1cnn2ccccc12)c1cccnc1OCCO,BAR-COM-4e0-40,20200331_moonshot_to_enamine.csv
Cn1cc(CNC(=O)N(CCc2ccccc2)Cc2cccnc2)nn1,BAR-COM-4e0-47,20200331_moonshot_to_enamine.csv
N#CCOc1ccccc1C(=O)NCc1cnsc1,BAR-COM-4e0-49,20200331_moonshot_to_enamine.csv
O=C(Cc1ccccc1OC1CCOC1)OCc1cnn[nH]1,BAR-COM-4e0-50,20200331_moonshot_to_enamine.csv
O=C(NCc1cncs1)Nc1cccc(N2CCOCC2)c1,BAR-COM-4e0-58,20200331_moonshot_to_enamine.csv
Cn1nncc1CC(=O)NC(c1ccccc1)c1nc2ccccc2n1C,BAR-COM-4e0-6,20200331_moonshot_to_enamine.csv
O=C(NCc1ccns1)Nc1cccc(CN2CCCC2=O)c1,BAR-COM-4e0-61,20200331_moonshot_to_enamine.csv
CC1CCCC(OCc2cccc(NC(=O)NC(C)c3ccn[nH]3)c2)C1,BAR-COM-4e0-63,20200331_moonshot_to_enamine.csv
O=C(NCc1cnccn1)c1sc2cccc(F)c2c1COc1ccccc1,BAR-COM-4e0-64,20200331_moonshot_to_enamine.csv
O=C(NCc1ccno1)c1ccccc1OC1CCCCC1,BAR-COM-4e0-65,20200331_moonshot_to_enamine.csv
O=C(Nc1cccc(-c2cc[nH]n2)c1)C(O)c1cccnc1,BAR-COM-4e0-68,20200331_moonshot_to_enamine.csv
CC(NC(=O)C(Cc1ccccc1)NC(=O)c1ccco1)c1ncco1,BAR-COM-4e0-7,20200331_moonshot_to_enamine.csv
O=C(CC1(c2ccccc2)CCCC1)Nc1cccnc1,CHR-SOS-f73-4,20200331_moonshot_to_enamine.csv
O=C(Nc1ccc([N+](=O)[O-])cc1)c1cc(Cl)ccc1O,CHR-SOS-709-3,20200331_moonshot_to_enamine.csv
O=C(Nc1ccc([N+](=O)[O-])cc1)c1ccccc1O,CHR-SOS-709-5,20200331_moonshot_to_enamine.csv
N#Cc1cncc(CC(=O)Nc2cccnc2)c1,DAR-DIA-23a-17,20200331_moonshot_to_enamine.csv
N#Cc1cccc(NC(=O)Cc2cncc3ccccc23)c1,DAR-DIA-23a-19,20200331_moonshot_to_enamine.csv
O=C(Cc1cncc2ccccc12)Nc1ccccc1,DAR-DIA-23a-20,20200331_moonshot_to_enamine.csv
Cc1cnc(CC(=O)Nc2cccnc2)o1,DAR-DIA-842-16,20200331_moonshot_to_enamine.csv
Cc1ccc(NC(=O)Nc2cccnc2)s1,DAR-DIA-842-3,20200331_moonshot_to_enamine.csv
O=C(C1CCN(c2ccncc2)CC1)N1CCCCC1,GIA-UNK-30c-1,20200331_moonshot_to_enamine.csv
O=C(C1CCN(c2ccncc2)CC1)N1CCOCC1,GIA-UNK-30c-2,20200331_moonshot_to_enamine.csv
O=C(C1CCN(c2ccncc2)CC1)N1CCS(=O)(=O)CC1,GIA-UNK-30c-3,20200331_moonshot_to_enamine.csv
CC(=O)N1CCN(C(=O)Cc2ccccn2)CC1,JON-UIO-066-3,20200331_moonshot_to_enamine.csv
O=S(=O)(NCCc1ccccc1)c1ccoc1,MIH-UNI-6b9-6,20200331_moonshot_to_enamine.csv
CC(=O)N1CCN(Cc2cn(-c3cccc(S(N)(=O)=O)c3)nn2)CC1,NIM-UNI-022-3,20200331_moonshot_to_enamine.csv
C#Cc1ccc(CNC(=O)N2CCOCC2)cc1,PAT-GYR-359-1,20200331_moonshot_to_enamine.csv
Cc1ccncc1NC(=O)Cc1cccc(C#N)c1,TRY-UNI-714-20,20200331_moonshot_to_enamine.csv
Cc1ccncc1NC(=O)C(C)c1cccc(C#N)c1,TRY-UNI-714-22,20200331_moonshot_to_enamine.csv
Cc1ccncc1NC(=O)Cc1ccccc1,TRY-UNI-714-5,20200331_moonshot_to_enamine.csv
C=CC(=O)NCc1ccc(C(C)NC(=O)OC(C)(C)C)cc1,VIJ-CYC-1a3-10,20200331_moonshot_to_enamine.csv
CC(C)[C@@H](C#N)NS(=O)(=O)c1ccc(CF)cc1,VIJ-CYC-1a3-12,20200331_moonshot_to_enamine.csv
COC(=O)c1sc(NS(=O)(=O)c2ccc(CF)cc2)nc1C(C)(C)C,VIJ-CYC-1a3-13,20200331_moonshot_to_enamine.csv
C=C1CC1C(=O)NC(C)c1ccc(S(=O)(=O)NC)cc1,VIJ-CYC-1a3-5,20200331_moonshot_to_enamine.csv
CCOCC1CCN(c2ccc(S(N)(=O)=O)cc2)CC1,WAR-XCH-b68-20,20200331_moonshot_to_enamine.csv
Cc1ccc(NC2CCN(c3ccc(S(N)(=O)=O)cc3)CC2)cc1,WAR-XCH-b68-25,20200331_moonshot_to_enamine.csv
Cc1ccccc1NC1CCN(c2ccc(S(N)(=O)=O)cc2)CC1,WAR-XCH-b68-30,20200331_moonshot_to_enamine.csv
NS(=O)(=O)c1ccc(-c2ccsc2)cc1,WAR-XCH-b72-3,20200331_moonshot_to_enamine.csv
CCSCC1CCN(c2ccc(S(N)(=O)=O)cc2)CC1,WAR-XCH-b72-39,20200331_moonshot_to_enamine.csv
Cc1ccncc1-c1ccc(S(N)(=O)=O)cc1,WAR-XCH-b72-4,20200331_moonshot_to_enamine.csv
NS(=O)(=O)c1ccc(N2CCC(c3ccco3)CC2)cc1,WAR-XCH-b72-7,20200331_moonshot_to_enamine.csv
NC(=O)[C@@H]1CN(C2CCOCC2)C[C@H]1c1ccccc1,DUN-NEW-f8c-1,20200331_moonshot_to_enamine.csv
O=C(NC1CCCCC1NC(=O)C1CCCCC1)c1ccncc1,GIA-UNK-d2d-1,20200331_moonshot_to_enamine.csv
CN1CCC(C(=O)NC2CCCCC2NC(=O)C2CCCCC2)CC1,GIA-UNK-d2d-3,20200331_moonshot_to_enamine.csv
COc1cc(NC(=O)C(=O)Nc2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,ANT-LOU-17a-2,20200429_moonshot_to_enamine.csv
O=S1(=O)CCC(N2CCN(c3nc(-c4cccnc4)nc4ccccc34)CC2)C1,AUS-ARG-7cf-15,20200429_moonshot_to_enamine.csv
Cc1ccccc1C(C(=O)NCC(O)Cn1ccnn1)c1ccccc1,BAR-COM-4e0-12,20200429_moonshot_to_enamine.csv
Cc1ccc(Oc2cccc(NC(=O)NCc3cnnn3C)c2)c(C)c1,BAR-COM-4e0-48,20200429_moonshot_to_enamine.csv
COC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1,FAR-UNI-a04-1,20200429_moonshot_to_enamine.csv
Cc1ccc(S(=O)(=O)Nc2c(-c3cccnc3)nc3ccccn23)c(C)c1,FRA-BIO-8bf-1,20200429_moonshot_to_enamine.csv
O=S(=O)(Cc1nc(-c2ccncc2)no1)Nc1ccc(N2CCCCC2)cc1,FRA-BIO-8bf-12,20200429_moonshot_to_enamine.csv
O=C(Cn1cccn1)N1CCN(S(=O)(=O)c2cccc(F)c2)CC1,IND-SYN-6c8-7,20200429_moonshot_to_enamine.csv
NS(=O)(=O)c1ccc(C(=O)N2Cc3ccccc3C(c3ccccc3)C2)cc1,JAR-IMP-ed4-13,20200429_moonshot_to_enamine.csv
O=C(c1cc2sccc2s1)N1CCOC(CN2CCOCC2)C1,JAR-KUA-672-1,20200429_moonshot_to_enamine.csv
CN1CCN(C(=O)CNc2c(S(N)(=O)=O)ccc3ccccc23)CC1,JAR-KUA-672-3,20200429_moonshot_to_enamine.csv
CCSc1cc(Cn2c(C3CCC(=O)N3)nnc2N2CCC(C(N)=O)CC2)ccn1,KUS-THE-322-12,20200429_moonshot_to_enamine.csv
CC(C)N1CCC(O)(Cn2c(-c3ccc[nH]3)nnc2N(C)Cc2cnn(C)c2)CC1,KUS-THE-322-13,20200429_moonshot_to_enamine.csv
CC(C)(Cn1c(C2CCC(=O)N2)nnc1N1CCCC(C(N)=O)C1)c1ccccc1F,KUS-THE-322-14,20200429_moonshot_to_enamine.csv
CC(=O)N1CCN(c2nnc(C3CCC(=O)N3)n2CC(=O)Nc2c(C)cccc2C)CC1,KUS-THE-322-15,20200429_moonshot_to_enamine.csv
NC(=O)C1CCN(c2nnc(C3CCC(=O)N3)n2CCc2cc(F)cc(F)c2)CC1,KUS-THE-322-16,20200429_moonshot_to_enamine.csv
O=S(=O)(NC1CCCCCC1)c1ccsc1-c1nc(C2CCCN2)no1,KUS-THE-322-20,20200429_moonshot_to_enamine.csv
Cc1nc(Cn2c(C3CCC(=O)N3)nnc2N2CCNC(=O)C2)sc1C,KUS-THE-322-21,20200429_moonshot_to_enamine.csv
Cc1nnc(Cn2c(C3CCC(=O)N3)nnc2N2CCNC(=O)C2)s1,KUS-THE-322-22,20200429_moonshot_to_enamine.csv
Cc1nc(CCn2c(C3CCC(=O)N3)nnc2N2CCOC(C)(C)C2)n[nH]1,KUS-THE-322-5,20200429_moonshot_to_enamine.csv
OC1(Cn2c(-c3cc(Br)c[nH]3)nnc2N2CCCC2)CCCCCC1,KUS-THE-322-6,20200429_moonshot_to_enamine.csv
O=C1CN(c2nnc(C3CCC(=O)N3)n2CCn2cc(Cl)cn2)CCN1,KUS-THE-322-7,20200429_moonshot_to_enamine.csv
COc1cccc(CNC(=O)N2CCN(C(=O)N3CCCCC3)CC2)c1,LUI-IND-2c4-3,20200429_moonshot_to_enamine.csv
CS(=O)(=O)Nc1cccc(C(=O)OCC(=O)Nc2cccc(N3CCCC3=O)c2)c1,MAK-UNK-915-4,20200429_moonshot_to_enamine.csv
O=C(Nc1ccc(Oc2ncccn2)cc1)C(=O)N1CCN(Cc2cccs2)CC1,MAK-UNK-b1d-3,20200429_moonshot_to_enamine.csv
CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NCc1ccc(Br)cc1,NIC-BIO-a68-5,20200429_moonshot_to_enamine.csv
CN(C)C(=O)C[C@@H]1CN(C(=O)c2cnn3c2CCC3)c2ccc(Cl)cc21,RAI-NOV-2f6-1,20200429_moonshot_to_enamine.csv
NCCn1cc(C(=O)N2CC3(CCC3)c3cc(Br)ccc32)cn1,RAI-NOV-2f6-5,20200429_moonshot_to_enamine.csv
OC[C@@]1(F)CCN(c2nc(-c3cccnc3)nc3sc4c(c23)CCC4)C1,RAI-NOV-2f6-7,20200429_moonshot_to_enamine.csv
CNCCN(C)C(=O)C(=O)N1Cc2ccccc2C(c2ccccc2)C1,REN-UFA-aaa-5,20200429_moonshot_to_enamine.csv
CN(CCC(N)=O)C(=O)C(=O)N1Cc2ccccc2C(c2ccccc2)C1,REN-UFA-aaa-6,20200429_moonshot_to_enamine.csv
CCc1ccccc1Nc1nc(N)nc(CSc2nnc3ccccn23)n1,SER-UNI-985-4,20200429_moonshot_to_enamine.csv
Cc1ccc(S(=O)(=O)N2CCC(NC(=O)N(C)Cc3cc(C)on3)CC2)cc1,SIM-SYN-309-1,20200429_moonshot_to_enamine.csv
Cc1ccc(S(=O)(=O)N2CCN(C(=O)N(C)Cc3cccnc3)CC2)cc1,SIM-SYN-309-3,20200429_moonshot_to_enamine.csv
O=C(Cc1c[nH]c2ncccc12)N1CCC(N2CCCS2(=O)=O)CC1,SWA-SYN-642-10,20200429_moonshot_to_enamine.csv
O=C(Cc1c[nH]c2ncccc12)N1CCN(S(=O)(=O)c2c(F)cccc2F)CC1,SWA-SYN-642-4,20200429_moonshot_to_enamine.csv
CNC(=O)c1ccc(CS(=O)(=O)NCC(F)(F)c2ccc(F)cc2F)cc1,VIJ-CYC-1a3-3,20200429_moonshot_to_enamine.csv
